id,address,city,state,zip,state,county,tract,longitude,latitude
1323,5183 Southmoor Hills Dr, Saint Louis, MO,63128,29,189,222000,-93.268095,37.228266
1324,12727 Old Tesson Rd, Saint Louis, MO,63128,29,189,222000,-93.319612,37.219084
1325,16930 Manchester Rd, Wildwood, MO,63040,29,189,222100,-93.298123,37.244341
1326,515 Elm St, Slater, MO,65349,29,195,90100,-93.269721,37.248718
1327,225 S College Ave, Princeton, MO,64673,29,129,470200,-93.324229,37.139992
1328,157 Hughes Ln, Saint Charles, MO,63301,29,183,310202,-93.281402,37.268
1329,2475 W Randolph St, Saint Charles, MO,63301,29,183,310301,-93.274342,37.252485
1330,2475 W Randolph St, St Charles, MO,63301,29,183,310301,-93.268285,37.18544
1331,2019 N 3rd St, St Charles, MO,63301,29,183,310400,-90.402099,38.729925
1332,5440 Gravois Ave, Saint Louis, MO,63116,29,510,102400,-90.38416,38.733779
1333,5880 Christy Blvd, Saint Louis, MO,63116,29,510,102500,-90.384181,38.733116
1334,2500 Hampton Ave, Saint Louis, MO,63139,29,510,103600,-93.314828,37.162347
1335,2507 January Ave, Saint Louis, MO,63110,29,510,103600,-93.292298,37.205328
1336,6031 Southwest Ave, Saint Louis, MO,63139,29,510,103700,-90.406362,38.712266
1337,1211 Tamm Ave, Saint Louis, MO,63139,29,510,104200,-90.490085,38.777429
1338,6746 Clayton Ave, Saint Louis, MO,63139,29,510,104200,-93.320258,37.241182
1339,5654 Delmar Blvd, Saint Louis, MO,63112,29,510,105200,-90.557228,38.753036
1340,5183 Raymond Ave, Saint Louis, MO,63113,29,510,105500,-90.496972,38.79212
1341,5508 Dr Martin Luther King Dr, Saint Louis, MO,63112,29,510,106100,-90.492568,38.763405
1342,1437 Laurel St, Saint Louis, MO,63112,29,510,106100,-90.476635,38.812953
1343,5555 Page Blvd, Saint Louis, MO,63112,29,510,106100,-90.491685,38.804997
1344,5821 Kennerly Ave, Saint Louis, MO,63112,29,510,106200,-90.536584,38.789019
1345,6110 Cote Brilliante Ave, Saint Louis, MO,63133,29,510,106200,-90.614608,38.737216
1346,5630 Theodosia Ave, Saint Louis, MO,63112,29,510,106300,-90.553187,38.776518
1347,5415 Page Blvd, Saint Louis, MO,63112,29,510,106600,-90.530552,38.759439
1348,1408 N Kingshighway Blvd, Saint Louis, MO,63113,29,510,106600,-90.647991,38.744545
1349,1397 Arlington Ave, Saint Louis, MO,63112,29,510,106600,-90.514186,38.786749
1350,3033 N Euclid Ave, Saint Louis, MO,63115,29,510,106700,-90.529469,38.778027
1351,6155 West Florissant Ave, Saint Louis, MO,63136,29,510,107300,-90.512251,38.819965
1352,6114 West Florissant Ave, Saint Louis, MO,63136,29,510,107300,-90.521133,38.771867
1353,5831 Pamplin Ave, Saint Louis, MO,63147,29,510,107300,-90.386253,38.712297
1355,5939 Goodfellow Blvd, Saint Louis, MO,63147,29,510,107300,-90.491031,38.778554
1356,5485 Union Blvd, Saint Louis, MO,63115,29,510,107500,-90.490679,38.779234
1357,5005 Union Blvd, Saint Louis, MO,63115,29,510,107500,-90.496972,38.79212
1358,5314 West Florissant Ave, Saint Louis, MO,63120,29,510,107500,-90.506294,38.792871
1359,4401 Shreve Ave, Saint Louis, MO,63115,29,510,107600,-90.688578,38.713147
1360,4632 W Florissant Ave, Saint Louis, MO,63115,29,510,107600,-90.627863,38.744059
1361,8375 N Broadway St, Saint Louis, MO,63147,29,510,108100,-90.508187,38.776075
1362,7901 N Broadway St, St Louis, MO,63147,29,510,108100,-90.520428,38.771167
1363,8229 N Broadway St, St Louis, MO,63147,29,510,108100,-90.476032,38.798565
1364,8959 Riverview Blvd, Saint Louis, MO,63147,29,510,108200,-90.58131,38.742719
1365,220 State St, Scott City, MO,63780,29,201,780100,-90.387912,38.727525
1366,611 High St, Tipton, MO,65081,29,135,385400,-90.560906,38.798146
1367,812 S Benton Ave, Saint Charles, MO,63301,29,183,310501,-90.5353,38.799838
1368,717 S 6th St, Saint Charles, MO,63301,29,183,310501,-90.53543,38.801182
1370,1804 Boonslick Rd, Saint Charles, MO,63301,29,183,310501,-90.514895,38.795328
1371,318 S Duchesne Dr, Saint Charles, MO,63301,29,183,310601,-90.498961,38.819641
1372,435 Yale Blvd, Saint Charles, MO,63301,29,183,310602,-90.561413,38.787892
1373,2100 Campus Dr, Saint Charles, MO,63301,29,183,310700,-90.551583,38.750137
1374,2559 Raymond Dr, Saint Charles, MO,63301,29,183,310700,-90.963071,38.360465
1375,2670 Zumbehl Rd, Saint Charles, MO,63301,29,183,310700,-90.982076,38.342243
1376,2660 Zumbehl Rd, Saint Charles, MO,63301,29,183,310700,-90.491685,38.804997
1377,2721 Zumbehl Rd, Saint Charles, MO,63301,29,183,310802,-90.980974,38.352717
1378,1900 Zumbehl Rd, Saint Charles, MO,63303,29,183,310901,-90.971378,38.336539
1379,1579 S Old Highway 94, Saint Charles, MO,63303,29,183,310901,-91.574804,37.991124
1380,2120 S Old Highway 94, Saint Charles, MO,63303,29,183,310902,-91.636264,37.992834
1381,2800 Old Muegge Rd, Saint Charles, MO,63303,29,183,310903,-94.824524,39.754293
1382,2041 Bluestone Dr, Saint Charles, MO,63303,29,183,311001,-94.838663,39.764194
1383,1530 Country Club Plaza Dr, Saint Charles, MO,63303,29,183,311004,-94.846786,39.770178
1384,5289 Highway N, Saint Charles, MO,63304,29,183,311114,-94.850821,39.768292
1385,1400 Britain Way, Saint Charles, MO,63304,29,183,311122,-94.845301,39.763378
1386,1346 Dingledine Rd, St Peters, MO,63304,29,183,311122,-94.777394,39.720367
1799,,,,,,,,-93.119613,37.270637
1800,,,,,,,,-92.279058,39.239621
1387,5935 S Hwy 94, Saint Charles, MO,63304,29,183,311124,-90.535303,38.799537
1388,1402 Gettysburg Lndg, Saint Charles, MO,63303,29,183,311146,-94.823583,39.768298
1389,3921 N Newstead Ave, Saint Louis, MO,63115,29,510,110100,-94.865383,39.710794
1390,4025 Sullivan Ave, Saint Louis, MO,63107,29,510,110300,-94.773553,39.755422
1391,2901 N Grand Blvd, Saint Louis, MO,63107,29,510,110400,-94.818109,39.806679
1392,3160 N Vandeventer Ave, Saint Louis, MO,63107,29,510,110400,-94.863777,39.719401
1393,2616 Cora Ave, Saint Louis, MO,63113,29,510,111200,-94.859355,39.778462
1394,4525 Aldine Pl, Saint Louis, MO,63113,29,510,111200,-94.806152,39.773309
1395,4146 Garfield Ave, Saint Louis, MO,63113,29,510,111300,-94.802399,39.747943
1396,2400 N Sarah St, Saint Louis, MO,63113,29,510,111400,-94.833906,39.732712
1397,2826 N Vandeventer Ave, Saint Louis, MO,63107,29,510,111400,-94.850386,39.753484
1398,5261 Delmar Blvd, Saint Louis, MO,63108,29,510,112200,-94.80868,39.792147
1399,1164 N Kingshighway Blvd, Saint Louis, MO,63113,29,510,112300,-94.8064,39.73762
1400,1130 N Euclid Ave, Saint Louis, MO,63113,29,510,112300,-94.845389,39.751662
1401,4624 Delmar Blvd, Saint Louis, MO,63108,29,510,112400,-94.7859,39.742426
1402,5033 Northrup Ave, Saint Louis, MO,63110,29,510,113500,-94.798102,39.740776
1403,3800 Watson Rd, Saint Louis, MO,63109,29,510,114102,-94.789192,39.806825
1404,4501 Hampton Ave, Saint Louis, MO,63109,29,510,114102,-94.789192,39.806825
1405,6020 Pernod Ave, Saint Louis, MO,63139,29,510,114102,-94.841963,39.751599
1406,3309 S Kingshighway Blvd, Saint Louis, MO,63139,29,510,114200,-94.853788,39.713015
1407,5001 Pernod Ave, Saint Louis, MO,63139,29,510,114200,-94.829236,39.791948
1408,5031 Potomac St, Saint Louis, MO,63139,29,510,114200,-94.822228,39.7516
1409,5047 Gravois Ave, Saint Louis, MO,63116,29,510,115100,-94.832792,39.763417
1410,3716 Morganford Rd, Saint Louis, MO,63116,29,510,115200,-94.785834,39.759451
1411,4411 Chippewa St, St Louis, MO,63116,29,510,115200,-94.828968,39.813839
1412,4300 Morganford Rd, Saint Louis, MO,63116,29,510,115200,-94.834092,39.770467
1413,5500 Virginia Ave, Saint Louis, MO,63111,29,510,115500,-94.810425,39.785932
1414,4450 Virginia Ave, Saint Louis, MO,63111,29,510,115500,-94.817634,39.759886
1415,3553 Delor St, St Louis, MO,63111,29,510,115500,-94.850821,39.768292
1416,3315 Meramec St, Saint Louis, MO,63118,29,510,115700,-94.8486,39.789367
1417,2745 Meramec St, Saint Louis, MO,63118,29,510,115700,-90.293431,38.679638
1418,3013 Meramec St, St Louis, MO,63118,29,510,115700,-90.281615,38.756856
1419,20794 US Hwy 61, Sikeston, MO,63801,29,201,780400,-90.410014,38.566837
1421,1310 W Salcedo Rd, Sikeston, MO,63801,29,201,780400,-90.239651,38.69476
1423,1082 County Hwy 311, Scott City, MO,63780,29,201,781100,-90.279782,38.752521
1424,115 S West St, Sikeston, MO,63801,29,201,781200,-90.269119,38.657777
1425,100 Twitty Dr, Sikeston, MO,63801,29,201,781200,-90.256594,38.626084
1426,604 Elm St, Sikeston, MO,63801,29,201,781200,-90.270844,38.578376
1427,3rd St & Ash St, Winona, MO,65588,29,203,470200,-90.329367,38.671291
1428,423 W Caldwell St, Paris, MO,65275,29,137,960200,-90.328813,38.699135
1429,23815 Highway 24, Paris, MO,65275,29,137,960200,-90.217896,38.771982
1430,1505 Caulks Hill Rd, Saint Charles, MO,63304,29,183,311149,-90.400996,38.703089
1431,700 Jungermann Rd, Saint Peters, MO,63376,29,183,311203,-90.336503,38.536722
1432,230 Jungermann Rd, Saint Peters, MO,63376,29,183,311203,-90.278288,38.693093
1433,166 Boone Hills Dr, Saint Peters, MO,63376,29,183,311203,-90.294054,38.73101
1435,1 Sugarwood Dr, Saint Peters, MO,63376,29,183,311211,-90.266704,38.700248
1436,2451 Willott Rd, Saint Peters, MO,63376,29,183,311212,-90.305818,38.61761
1437,357 Jungermann Rd, Saint Peters, MO,63376,29,183,311212,-90.214445,38.792184
1438,4140 Old Mill Pkwy, Saint Peters, MO,63376,29,183,311212,-90.283638,38.694832
1439,3857 McClay Rd, Saint Peters, MO,63376,29,183,311296,-90.299791,38.552218
1440,6325 Mexico Rd, Saint Peters, MO,63376,29,183,311311,-90.253535,38.695814
1441,3011 Mid Rivers Mall Dr, Saint Peters, MO,63376,29,183,311312,-90.353503,38.659021
1442,605 S Church St, Saint Peters, MO,63376,29,183,311312,-90.274845,38.662467
1443,102 Birdie Hills Rd, Saint Peters, MO,63376,29,183,311312,-90.3077,38.680532
1444,7479 Mexico Rd, Saint Peters, MO,63376,29,183,311312,-90.227821,38.809807
1445,4778 Central School Rd, Saint Charles, MO,63304,29,183,311322,-90.37169,38.79421
1446,4601 Mid Rivers Mall Dr, Saint Peters, MO,63376,29,183,311322,-90.217062,38.78505
1447,100 Vantage Dr, Saint Peters, MO,63376,29,183,311391,-90.369376,38.707923
1448,3194 Morganford Rd, Saint Louis, MO,63116,29,510,116200,-90.275119,38.696218
1450,3706 Gravois Ave, Saint Louis, MO,63116,29,510,116302,-90.534567,38.761104
1452,3632 S Grand Blvd, Saint Louis, MO,63118,29,510,116400,-90.199076,38.63721
1453,3400 Chippewa St, Saint Louis, MO,63118,29,510,116400,-90.398486,38.556145
1454,3901 Russell Blvd, Saint Louis, MO,63110,29,510,117200,-90.305314,38.494427
1455,4221 Shaw Blvd, Saint Louis, MO,63110,29,510,117200,-90.230063,38.714281
1456,3964 Castleman Ave, Saint Louis, MO,63110,29,510,117200,-90.291273,38.771099
1457,2727 S Compton Ave, Saint Louis, MO,63118,29,510,117400,-90.219989,38.656731
1458,2109 S Spring Ave, Saint Louis, MO,63110,29,510,117400,-90.25047,38.750554
1459,1200 Tower Grove Ave, Saint Louis, MO,63110,29,510,118100,-90.26872,38.607904
1460,4317 Vista Ave, Saint Louis, MO,63110,29,510,118100,-90.239314,38.775419
1461,1324 Tower Grove Ave, Saint Louis, MO,63110,29,510,118100,-90.248009,38.637336
1462,4150 Laclede Ave, Saint Louis, MO,63108,29,510,118600,-90.295949,38.574272
1463,4353 Clayton Ave, Saint Louis, MO,63110,29,510,118600,-90.277567,38.690117
1464,321 S Newstead Ave, Saint Louis, MO,63110,29,510,118600,-90.283209,38.653734
1465,4330 Lindell Blvd, Saint Louis, MO,63108,29,510,119102,-90.322468,38.495774
1467,3901 Washington Blvd, Saint Louis, MO,63108,29,510,119300,-90.245563,38.614043
1468,911 N Spring Ave, Saint Louis, MO,63108,29,510,119300,-90.235948,38.784892
1469,2523 Newhouse Ave, Saint Louis, MO,63107,29,510,120200,-90.261607,38.600996
1470,3007 Olive St, Saint Louis, MO,63103,29,510,121100,-90.299293,38.607975
1471,10 N Compton Ave, Saint Louis, MO,63103,29,510,121100,-90.221701,38.630143
1472,720 N Leonard Ave, Saint Louis, MO,63103,29,510,121100,-90.302491,38.727678
1473,1415 N Garrison Ave, Saint Louis, MO,63106,29,510,121200,-90.22743,38.606435
1474,3325 Bell Ave, Saint Louis, MO,63106,29,510,121200,-90.261631,38.662203
1475,3155 Brantner Pl, Saint Louis, MO,63106,29,510,121200,-90.390099,38.48108
1476,2801 Sidney St, St Louis, MO,63104,29,510,123100,-90.292984,38.628425
1477,2813 Lafayette Ave, Saint Louis, MO,63104,29,510,123100,-90.276024,38.793535
1478,2716 Shenandoah Ave, Saint Louis, MO,63104,29,510,123100,-90.210718,38.634716
1479,1616 California Ave, Saint Louis, MO,63104,29,510,123100,-90.220062,38.645168
1480,2651 Iowa Ave, Saint Louis, MO,63118,29,510,123100,-90.226054,38.615457
1481,2101 S Jefferson Ave, Saint Louis, MO,63104,29,510,123100,-90.332004,38.700849
1482,2050 Allen Ave, Saint Louis, MO,63104,29,510,123200,-90.286286,38.696125
1483,3709 Nebraska Ave, Saint Louis, MO,63118,29,510,124100,-90.263366,38.591389
1484,3023 Oregon Ave, Saint Louis, MO,0,29,510,124200,-90.229777,38.715232
1485,3610 S Broadway, Saint Louis, MO,63118,29,510,124600,-90.225209,38.607894
1486,1521 Carr St, Saint Louis, MO,63106,29,510,125700,-90.203861,38.643138
1487,1220 N 10th St, Saint Louis, MO,63106,29,510,125700,-90.234473,38.655752
1488,6831 Manchester Ave, Saint Louis, MO,0,29,510,126800,-90.222176,38.634886
1489,1921 Prather Ave, Saint Louis, MO,63139,29,510,126800,-90.359606,38.594386
1490,150 S Hickman St, Puxico, MO,63960,29,207,470200,-90.305508,38.731488
1491,701 N Oak St, Stover, MO,65078,29,141,470200,-90.40322,38.674637
1492,418 Jefferson St, Versailles, MO,65084,29,141,470300,-90.289317,38.749543
1493,510 S Walnut St, Versailles, MO,65084,29,141,470300,-90.32745,38.437987
1494,3151 Elm Point Industrial Dr, Saint Charles, MO,63301,29,183,311500,-90.241061,38.580615
1495,3601 Mueller Rd, Saint Charles, MO,63301,29,183,311500,-90.273383,38.668776
1496,250 Ofallon Plz, O Fallon, MO,63366,29,183,311602,-90.388595,38.536281
1497,201 Knaust Rd, Saint Peters, MO,63376,29,183,311721,-90.303404,38.771905
1498,210 W Main St, Parma, MO,63870,29,143,960400,-90.210609,38.602536
1500,801 King Ave, Portageville, MO,63873,29,143,960600,-90.286561,38.699539
1502,1513 Wentzville Pkwy, Wentzville, MO,63385,29,183,312096,-90.288357,38.6696
1503,411 W Pearce Blvd, Wentzville, MO,63385,29,183,312195,-90.247636,38.690365
1504,1020 Meyer Rd, Wentzville, MO,63385,29,183,312195,-90.470241,38.680842
1505,1060 Meyer Rd, Wentzville, MO,63385,29,183,312195,-90.264945,38.544289
1506,185 W Highway D, Wentzville, MO,63385,29,183,312204,-90.199475,38.662771
1508,257 Elementary Rd, Reeds Spring, MO,65737,29,209,90602,-90.285945,38.578043
1509,2183 Muegge Rd, Saint Charles, MO,63303,29,183,312300,-90.233082,38.789908
1510,6810 Mexico Rd, Saint Peters, MO,63376,29,183,312400,-90.27041,38.599167
1511,4150 S Cloverleaf Dr, Saint Peters, MO,63376,29,183,312400,-90.322617,38.709063
1512,349 Mid Rivers Mall Dr, Saint Peters, MO,63376,29,183,312400,-90.227056,38.657515
1513,400 McMenamy Rd, Saint Peters, MO,63376,29,183,312400,-90.256798,38.624321
1514,417 S Church St, Saint Peters, MO,63376,29,183,312400,-90.245951,38.56522
1515,4008 Shreve Ave, Saint Louis, MO,63115,29,510,126900,-90.242395,38.575828
1516,3948 N Kingshighway Blvd, Saint Louis, MO,63115,29,510,126900,-90.469802,38.671457
1517,3903 Goodfellow Blvd, Saint Louis, MO,63120,29,510,126900,-90.259631,38.545835
1518,201 E 6th St, Pickering, MO,64476,29,147,470500,-90.226533,38.633008
1519,620 Walnut St, Thayer, MO,65791,29,149,480200,-90.224483,38.661139
1521,1151 N Main St, Sainte Genevieve, MO,63670,29,186,960200,-90.40824,38.68763
1522,8410 N Broadway St, St Louis, MO,63147,29,510,127000,-90.290723,38.670891
1523,8784 N Broadway St, St Louis, MO,63147,29,510,127000,-90.225485,38.641524
1524,2737 S Kingshighway Blvd, Saint Louis, MO,63139,29,510,127200,-90.316643,38.677549
1525,1321 S 11th St, Saint Louis, MO,63104,29,510,127400,-90.210313,38.661766
1526,2830 Caroline St, St Louis, MO,63104,29,510,127400,-90.247335,38.591797
1527,1000 S 9th St, Saint Louis, MO,63104,29,510,127400,-90.204402,38.632211
1528,1224 S 14th St, Saint Louis, MO,63104,29,510,127400,-90.293376,38.686991
1529,607 N 22nd St, Saint Louis, MO,63103,29,510,127500,-90.211884,38.748175
1530,1920 Cass Ave, Saint Louis, MO,63106,29,510,127500,-90.338969,38.493829
1531,1301 Hogan St, Saint Louis, MO,63106,29,510,127500,-90.24058,38.587886
1532,1805 Lucas Ave, Saint Louis, MO,63103,29,510,127500,-90.234674,38.605817
1533,1908 Ofallon St, Saint Louis, MO,63106,29,510,127500,-90.254267,38.712418
1534,2524 S 11th St, Saint Louis, MO,63104,29,510,127600,-90.239667,38.682222
1535,217 S Hwy 17, Summersville, MO,65571,29,215,480200,-90.249859,38.572595
1536,60 N Hwy 17, Summersville, MO,65571,29,215,480200,-90.348147,38.680481
1537,10341 Hwy 17, Success, MO,65570,29,215,480300,-90.275754,38.671143
1538,176 State Hwy A, Portageville, MO,63873,29,155,470100,-90.215263,38.790277
1539,303 2nd St, Park Hills, MO,63601,29,187,951000,-90.215059,38.79085
1540,611 Jefferson St, Park Hills, MO,63601,29,187,951100,-90.25332,38.71111
1541,204 10th St, Park Hills, MO,63601,29,187,951100,-90.243969,38.590964
1542,703 E Main St, Park Hills, MO,63601,29,187,951100,-90.474428,38.567453
1543,1134 Saint Cyr Rd, Saint Louis, MO,63137,29,189,210400,-90.22583,38.639111
1544,1111 Saint Cyr Rd, Saint Louis, MO,63137,29,189,210400,-90.40652,38.577468
1545,10725 Vorhof Dr, Saint Louis, MO,63136,29,189,210501,-90.287284,38.612966
1546,2303 Chambers Rd, Saint Louis, MO,63136,29,189,210502,-90.303704,38.491552
1547,2332 Chambers Rd, Saint Louis, MO,63136,29,189,210502,-90.202456,38.61525
1548,2359 Chambers Rd, Saint Louis, MO,63136,29,189,210502,-90.276019,38.594995
1549,10112 Royal Dr, Saint Louis, MO,63136,29,189,210502,-90.386506,38.581187
1550,10020 Bellefontaine Rd, Saint Louis, MO,63137,29,189,210600,-90.425369,38.570484
1551,10012 Bellefontaine Rd, Saint Louis, MO,63137,29,189,210600,-90.307938,38.470327
1552,1022 Steinhagen Rd, Warrenton, MO,63383,29,219,820101,-90.288256,38.699572
1553,302 Kuhl Ave, Warrenton, MO,63383,29,219,820102,-90.248234,38.751031
1554,800 Warrior Ave, Warrenton, MO,63383,29,219,820102,-90.380843,38.499985
1555,302 Kuhl Ave, Warrenton, MO,63383,29,219,820102,-90.252212,38.742001
1556,836 South St, Warrenton, MO,63383,29,219,820102,-90.418524,38.655058
1557,501 N MO 47, Warrenton, MO,63383,29,219,820102,-90.418726,38.566858
1558,509 Beasley Rd, Steele, MO,63877,29,155,470600,-90.293707,38.515726
1559,500 W North St, Perryville, MO,63775,29,157,470300,-90.23851,38.642521
1560,1422 N Kingshighway St, Perryville, MO,63775,29,157,470300,-90.256357,38.624997
1561,104 N French Ln, Perryville, MO,63775,29,157,470300,-90.272611,38.66468
1562,326 College St, Perryville, MO,63775,29,157,470400,-90.243855,38.676267
1563,1335 Chloe St, Perryville, MO,63775,29,157,470400,-90.277142,38.525472
1564,515 W Saint Joseph St, Perryville, MO,63775,29,157,470400,-90.252732,38.744012
1565,4 W South St, Perryville, MO,0,29,157,470400,-90.289367,38.699101
1566,2505 W 32nd St, Sedalia, MO,65301,29,159,480200,-90.271624,38.722933
1567,4515 W Main St, Sedalia, MO,65301,29,159,480200,-90.462186,38.64684
1568,2345 McVey Rd, Sedalia, MO,65301,29,159,480400,-90.315077,38.622958
1569,505 S Myrtle Ave, Smithton, MO,65350,29,159,480400,-90.326216,38.611881
1570,505 S Myrtle Ave, Smithton, MO,65350,29,159,480400,-90.307379,38.535299
1571,1109 E 13th St, Sedalia, MO,65301,29,159,480500,-90.255078,38.751797
1572,12068 Bellefontaine Rd, Saint Louis, MO,63138,29,189,210703,-90.233101,38.785739
1573,12606 Lusher Rd, Spanish Lake, MO,63033,29,189,210703,-90.267216,38.590846
1574,2017 Arrowpoint Dr, Saint Louis, MO,63138,29,189,210703,-90.290978,38.514247
1575,12011 Bellefontaine Rd, Saint Louis, MO,63138,29,189,210704,-90.300925,38.595762
1577,2011 Redman Rd, Saint Louis, MO,63138,29,189,210704,-90.387199,38.484734
1578,4401 Parker Rd, Black Jack, MO,63033,29,189,210803,-90.44352,38.647593
1580,11133 Dunn Rd, Saint Louis, MO,63136,29,189,210805,-90.224112,38.645471
1581,2120 Redman Rd, Saint Louis, MO,63136,29,189,210805,-90.219533,38.589547
1582,11230 Old Halls Ferry Rd, Saint Louis, MO,63136,29,189,210805,-90.327444,38.514236
1583,11889 Benham Rd, Saint Louis, MO,63138,29,189,210806,-90.250153,38.678324
1584,608 Raymond St, Potosi, MO,63664,29,221,460300,-90.265439,38.67478
1585,509 S State Fair Blvd, Sedalia, MO,65301,29,159,480700,-90.404832,38.668962
1586,600 S Warren Ave, Sedalia, MO,65301,29,159,480800,-90.287823,38.665397
1587,610 S Engineer Ave, Sedalia, MO,65301,29,159,480900,-90.248255,38.664308
1588,314 S Washington Ave, Sedalia, MO,65301,29,159,480900,-90.234025,38.734409
1589,3109 Aaron Ave, Sedalia, MO,65301,29,159,481000,-90.228444,38.723089
1590,1901 S New York Ave, Sedalia, MO,65301,29,159,481000,-90.227525,38.662069
1591,2703 Matthew Dr, Sedalia, MO,0,29,159,481000,-90.251543,38.710715
1592,1100 W 16th St, Sedalia, MO,65301,29,159,481100,-90.233509,38.588593
1593,1900 Clarendon Rd, Sedalia, MO,65301,29,159,481100,-90.25394,38.60188
1594,19410 County Rd 3620, Saint James, MO,65559,29,161,890200,-90.225231,38.61662
1595,1518 Lola Ln, Saint James, MO,65559,29,161,890200,-90.23211,38.579495
1596,1412 Heller St, Rolla, MO,65401,29,161,890300,-90.225037,38.619997
1597,1811 E 10th St, Rolla, MO,65401,29,161,890300,-90.191747,38.637026
1598,7200 Howdershell Rd, Hazelwood, MO,63042,29,189,211332,-90.276879,38.677108
1599,2015 Mullanphy Ln, Florissant, MO,63031,29,189,211334,-90.26455,38.588777
1600,8310 Frost Ave, Saint Louis, MO,63134,29,189,211500,-90.249731,38.565198
1601,1248 N Florissant Rd, Saint Louis, MO,63135,29,189,211600,-90.198361,38.618081
1602,1425 Stein Rd, Saint Louis, MO,63135,29,189,211700,-90.262439,38.657455
1603,3400 Pershall Rd, Saint Louis, MO,63135,29,189,211700,-90.216058,38.610544
1604,200 Day Dr, Saint Louis, MO,63135,29,189,211700,-90.253304,38.711288
1605,3830 Pershall Rd, Saint Louis, MO,63135,29,189,211700,-90.254152,38.714393
1606,10136 West Florissant Ave, Saint Louis, MO,63136,29,189,211802,-90.20489,38.617906
1607,9833 Halls Ferry Rd, Saint Louis, MO,63136,29,189,211900,-90.251776,38.641143
1608,9859 Halls Ferry Rd, Saint Louis, MO,63136,29,189,211900,-90.467992,38.69193
1609,9549 Glen Owen Dr, Saint Louis, MO,63136,29,189,211900,-90.253637,38.643841
1610,9909 Halls Ferry Rd, Saint Louis, MO,63136,29,189,211900,-90.262533,38.546436
1611,7436 West Florissant Ave, Saint Louis, MO,63136,29,189,212102,-90.26827,38.580547
1612,6265 Steve Marre Ave, Saint Louis, MO,63121,29,189,212200,-90.327613,38.71034
1613,6307 Windham Ave, Saint Louis, MO,63120,29,189,212200,-90.198641,38.785731
1614,6515 Natural Bridge Rd, Saint Louis, MO,63121,29,189,212200,-90.305709,38.467275
1615,4111 Cedarwood Ave, Saint Louis, MO,63121,29,189,212200,-90.32674,38.761532
1616,3801 Nelson Dr, Saint Louis, MO,63121,29,189,212200,-90.230374,38.647293
1617,3810 Colonial Ave, Saint Louis, MO,63121,29,189,212200,-90.276082,38.576094
1618,3883 Jennings Station Rd, Saint Louis, MO,63121,29,189,212200,-90.322787,38.749485
1619,4315 Cardwell Dr, Saint Louis, MO,63121,29,189,212300,-90.223694,38.750607
1620,7564 Woodstock Ave, Saint Louis, MO,63135,29,189,212400,-90.230306,38.707453
1621,10015 E 59th St, Raytown, MO,64133,29,95,12501,-90.301311,38.522213
1622,9812 E 66th St, Raytown, MO,64133,29,95,12600,-90.212435,38.671462
1623,8643 Raytown Rd, Raytown, MO,64138,29,95,12802,-90.253702,38.675073
1624,113 Piedmont Ave, Piedmont, MO,63957,29,223,690300,-90.202508,38.641071
1625,422 S Main St, Piedmont, MO,63957,29,223,690300,-90.235534,38.67102
1626,209 N Main St, Piedmont, MO,63957,29,223,690300,-90.240709,38.720449
1627,825 N Main St, Piedmont, MO,63957,29,223,690300,-90.239478,38.695257
1628,1301 S Florissant Rd, Saint Louis, MO,63121,29,189,212700,-90.22973,38.601314
1629,201 Brotherton Ln, Saint Louis, MO,63135,29,189,212700,-90.199948,38.624362
1630,2153 McKelvey Rd, Maryland Heights, MO,63043,29,189,213202,-90.479421,38.598861
1631,10450 International Plaza Dr, Saint Ann, MO,63074,29,189,213300,-90.247222,38.751167
1632,10451 International Plaza Dr, Saint Ann, MO,63074,29,189,213300,-90.244366,38.753502
1633,4301 Edmundson Rd, Saint Louis, MO,63134,29,189,213300,-90.452431,38.717296
1634,3580 Woodson Rd, Saint Louis, MO,63114,29,189,213500,-90.226609,38.605041
1635,8701 Saint Charles Rock Rd, Saint Louis, MO,63114,29,189,213500,-90.358841,38.719163
1636,3510 Woodson Rd, Saint Louis, MO,63114,29,189,213500,-90.323089,38.670347
1637,3327 N Hanley Rd, Saint Louis, MO,63121,29,189,213600,-90.269028,38.619605
1638,3417 Saint Thomas More Pl, Saint Louis, MO,63121,29,189,213600,-90.372893,38.537617
1639,3417 Saint Thomas More Pl, Saint Louis, MO,63121,29,189,213600,-90.221834,38.611107
1640,7800 Natural Bridge Rd, Saint Louis, MO,63121,29,189,213700,-90.35061,38.605743
1641,7837 Natural Bridge Rd, Saint Louis, MO,63121,29,189,213700,-90.255537,38.632983
1642,3101 Nordic Dr, Saint Louis, MO,63121,29,189,213700,-90.232101,38.734127
1643,3607 Kienlen Ave, Saint Louis, MO,63121,29,189,213800,-90.283817,38.612587
1644,6814 Natural Bridge Rd, Saint Louis, MO,63121,29,189,213800,-90.22084,38.646826
1646,7030 Natural Bridge Rd, Saint Louis, MO,63121,29,189,213800,-90.248115,38.658973
1647,6633 Dr Martin Luther King Dr, Saint Louis, MO,63133,29,189,213900,-90.333604,38.752744
1648,6144 Page Ave, Saint Louis, MO,63133,29,189,213900,-90.204664,38.634046
1649,1232 Robert L Powell Pl, Wellston, MO,63133,29,189,213900,-90.378594,38.503278
1650,7240 Page Ave, Saint Louis, MO,63133,29,189,214200,-90.284511,38.676761
